A1,A2,A3,BV,DT,G,GM,H,H_sigma,IR,K1,K2,M1,M2,PC,UB,a,ad,albedo,class,closeness,condition_code,data_arc,diameter,diameter_sigma,dv,e,epoch,epoch_cal,epoch_mjd,equinox,est_diameter,extent,first_obs,full_name,i,id,last_obs,ma,moid,moid_ld,n,n_del_obs_used,n_dop_obs_used,n_obs_used,name,neo,om,orbit_id,pdes,per,per_y,pha,prefix,price,producer,profit,prov_des,q,rms,rot_per,saved,score,sigma_a,sigma_ad,sigma_e,sigma_i,sigma_ma,sigma_n,sigma_om,sigma_per,sigma_q,sigma_tp,sigma_w,spec,spec_B,spec_T,spkid,t_jup,tp,tp_cal,two_body,w
,,,0.908,,,,9.18,,,,,,,,0.496,2.738014719,3.18642382,0.4417,MBA,2641.543648,0,49327,29.18,2.4,,0.163771618,2457000.5,20141209,57000,J2000,,,1879-05-29,197 Arete,8.794762744,a0000197,6/17/14,249.7675621,1.29571,504.2514607,0.217545651,,,1759,Arete,N,81.6116278,JPL 12,197,1654.825081,4.530664151,N,,4.41E-39,Otto Matic,2.84E-40,,2.289605617,0.54792,6.6084,-3.23E+16,8.81E-51,8.97E-09,1.04E-08,4.18E-08,4.85E-06,1.36E-05,1.07E-09,2.99E-05,8.13E-06,1.15E-07,6.35E-05,3.29E-05,S,S,S,2000197,3.315,2457507.209,20160428.71,,246.5594193
,,,0.885,,,,8.33,,,,,,,,0.421,2.458740212,3.020044321,0.2517,MBA,2648.883293,0,47363,57.16,2.8,,0.228289311,2457000.5,20141209,57000,J2000,,,1885-01-09,198 Ampella,9.313459666,a0000198,9/13/14,337.7317786,0.921027,358.4360776,0.255643708,,,1164,Ampella,N,268.4645251,JPL 49,198,1408.209899,3.85546858,N,,3.31E-38,Otto Matic,2.14E-39,,1.897436102,0.55349,10.379,-2.43E+17,6.62E-50,6.40E-09,7.86E-09,4.13E-08,4.85E-06,1.16E-05,9.98E-10,2.99E-05,5.50E-06,1.01E-07,4.57E-05,3.17E-05,S,S,S,2000198,3.437,2457087.606,20150306.11,,88.52049868
,,,,,,,8.5,,,,,,,,,3.167129143,3.734250352,,MBA,2633.60265,0,49297,,,,0.179064757,2457000.5,20141209,57000,J2000,68.46669297,,1879-07-10,199 Byblis,15.47645453,a0000199,6/29/14,341.7405773,1.58543,617.0017931,0.174866016,,,1306,Byblis,N,88.60127657,JPL 82,199,2058.719062,5.636465603,N,,4.21E+16,Otto Matic,2.7038E+15,,2.600007934,0.53869,5.2201,6.02E+17,131.7001325,1.78E-08,2.10E-08,4.72E-08,5.53E-06,1.57E-05,1.48E-09,1.94E-05,1.74E-05,1.54E-07,8.99E-05,2.35E-05,X,X,,2000199,3.122,2457104.92,20150323.42,,180.1886464
,,,0.727,,,0.714011,8.26,,,,,,,,0.375,2.737816456,3.103479295,0.0533,MBA,2641.205328,0,49351,128.36,2.1,,0.133560027,2457000.5,20141209,57000,J2000,,,1879-07-28,200 Dynamene,6.896069384,a0000200,9/9/14,239.9568358,1.39413,542.5535721,0.217569283,,,1268,Dynamene,N,324.5780791,JPL 67,200,1654.645342,4.530172052,N,,92248287619,Otto Matic,5941067304,,2.372153616,0.59633,37.394,-76973874000,132.0802664,9.76E-09,1.11E-08,4.01E-08,4.06E-06,1.53E-05,1.16E-09,3.87E-05,8.85E-06,1.09E-07,7.14E-05,4.20E-05,Ch,Ch,C,2000200,3.328,2457552.247,20160612.75,,85.11827141
,,,0.72,,0.24,,8.43,,,,,,,,0.233,2.677767267,3.162978063,0.1604,MBA,2643.076726,0,49350,68.39,3.5,,0.181199764,2457000.5,20141209,57000,J2000,,,1879-08-13,201 Penelope,5.757930509,a0000201,9/24/14,304.2681311,1.18394,460.7539298,0.224928678,,,1535,Penelope,N,157.0286422,JPL 69,201,1600.507338,4.381950275,N,,4.20E+16,Otto Matic,2.70442E+15,,2.192556471,0.57798,3.7474,6.00E+17,132.1738363,8.37E-09,9.89E-09,2.98E-08,2.98E-06,1.37E-05,1.05E-09,3.99E-05,7.51E-06,7.78E-08,6.17E-05,4.18E-05,X,X,M,2000201,3.347,2457248.276,20150813.78,,180.9718936
,,,0.875,,,,7.42,,,,,,,,0.475,3.070049304,3.382573511,0.2562,MBA,2634.436318,0,49348,86.15,2.4,,0.101797781,2457000.5,20141209,57000,J2000,,,1879-09-22,202 Chryseis,8.854840607,a0000202,11/1/14,261.2837487,1.77143,689.3874131,0.183225556,,,1237,Chryseis,N,136.8479123,JPL 48,202,1964.791416,5.379305726,N,,0,Otto Matic,0,,2.757525097,0.57247,23.67,-6.13E+17,0,1.45E-08,1.60E-08,3.68E-08,4.18E-06,2.27E-05,1.30E-09,3.32E-05,1.40E-05,1.15E-07,0.00012415,4.05E-05,?,,S,2000202,3.205,2457539.269,20160530.77,,1.225068043
,,,0.702,,,,8.76,,,,,,,,0.293,2.737802804,2.899083455,0.041,MBA,2640.658531,0,49311,116.25,2.5,,0.05890879,2457000.5,20141209,57000,J2000,,,1879-09-26,203 Pompeja,3.177954503,a0000203,9/29/14,277.099987,1.58651,617.4220967,0.21757091,,,1401,Pompeja,N,347.9200195,JPL 82,203,1654.632967,4.53013817,N,,0,Otto Matic,0,,2.576522153,0.56622,24.052,-1.51E+18,0,9.65E-09,1.02E-08,3.88E-08,5.00E-06,4.00E-05,1.15E-09,8.00E-05,8.75E-06,1.06E-07,0.00018425,9.02E-05,?,,DCX,2000203,3.347,2457381.525,20151225.03,,57.02574494
,,,0.813,,,0.04010473,8.89,,,,,,,,0.415,2.670391232,3.13722634,0.2082,MBA,2643.153508,0,49326,48.57,1.2,,0.174818994,2457000.5,20141209,57000,J2000,,,1879-10-08,204 Kallisto,8.285525845,a0000204,10/26/14,94.867716,1.20279,468.0897843,0.225861253,,,1443,Kallisto,N,205.1206104,JPL 10,204,1593.898886,4.363857319,N,,0,Otto Matic,0,,2.203556124,0.6011,19.489,-4.40533E+15,0,1.07E-08,1.26E-08,3.88E-08,5.02E-06,1.36E-05,1.36E-09,2.99E-05,9.57E-06,1.05E-07,5.99E-05,3.25E-05,?,,S,2000204,3.345,2456580.473,20131014.97,,55.53259827
,,,0.688,,,,9.23,,,,,,,,0.35,2.77796993,2.872818575,0.0553,MBA,2639.719109,0,49326,80.58,1.4,,0.03414315,2457000.5,20141209,57000,J2000,,,1879-10-13,205 Martha,10.68183851,a0000205,10/31/14,71.86131311,1.68768,656.7944256,0.212869168,,,1337,Martha,N,211.9045233,JPL 12,205,1691.179624,4.630197465,N,,4.07E+17,Otto Matic,2.62E+16,,2.683121285,0.55767,14.911,-3.40E+17,132.0059554,1.44E-08,1.49E-08,4.42E-08,5.30E-06,6.84E-05,1.66E-09,2.63E-05,1.32E-05,1.24E-07,0.00032157,7.32E-05,Ch,Ch,C,2000205,3.308,2456662.916,20140105.42,,176.0891887
,,,0.69,,,,8.68,,,,,,,,0.345,2.741400399,2.844789595,,MBA,2640.503558,0,49247,113,,,0.037714008,2457000.5,20141209,57000,J2000,,,1879-10-14,206 Hersilia,3.778506925,a0000206,8/14/14,219.0589954,1.65643,644.6328631,0.217142766,,,1528,Hersilia,N,145.1699582,JPL 70,206,1657.89543,4.539070307,N,,1.12E+18,Otto Matic,7.23E+16,,2.638011203,0.58564,11.128,-9.38E+17,132.0451779,1.11E-08,1.15E-08,3.85E-08,4.85E-06,6.01E-05,1.32E-09,6.68E-05,1.00E-05,1.04E-07,0.00027709,8.89E-05,C,C,C,2000206,3.346,2457649.571,20160918.07,,299.3377866
,,,0.722,,,,9.92,,,,,,,,0.389,2.283756684,2.351465997,0.0552,MBA,2651.655383,0,47239,58.7,1.3,,0.029648217,2457000.5,20141209,57000,J2000,,,1885-06-15,207 Hedda,3.802820199,a0000207,10/16/14,223.2423951,1.20858,470.3430786,0.285581011,,,1425,Hedda,N,29.24124869,JPL 26,207,1260.588016,3.451301891,N,,1.57E+17,Otto Matic,1.02E+16,,2.216047371,0.56219,30.098,-1.31E+17,132.6027692,7.27E-09,7.49E-09,4.00E-08,4.81E-06,6.70E-05,1.36E-09,5.77E-05,6.02E-06,9.23E-08,0.000235,8.78E-05,Ch,Ch,C,2000207,3.6,2457479.375,20160331.87,,193.3849054
,,,0.841,,,,8.96,,,,,,,,0.407,2.891985571,2.930930379,0.2696,MBA,2637.36718,0,41379,41.33,1.7,,0.01346646,2457000.5,20141209,57000,J2000,,,1901-02-22,208 Lacrimosa,1.745904243,a0000208,6/8/14,90.14463948,1.87007,727.7751419,0.200405618,,,1671,Lacrimosa,N,4.265243417,JPL 13,208,1796.35683,4.91815696,N,,1.25E-38,Otto Matic,8.05E-40,,2.853040763,0.58664,14.085,-9.18E+16,2.50E-50,1.25E-08,1.26E-08,4.17E-08,4.59E-06,0.00016334,1.30E-09,0.00015025,1.16E-05,1.21E-07,0.0008152,0.00022288,Sk,Sk,S,2000208,3.289,2456550.689,20130915.19,,107.7745531
,,,0.691,,,0.3062907,8.24,,,,,,,,0.294,3.14598396,3.334672357,0.0349,MBA,2632.857213,0,49300,159.94,3.1,,0.059977546,2457000.5,20141209,57000,J2000,,,1879-10-26,209 Dido,7.169426646,a0000209,10/18/14,205.0023101,1.95544,760.9985848,0.176631972,,,1436,Dido,N,0.726838312,JPL 76,209,2038.136107,5.580112545,N,,5058987840,Otto Matic,324784232.3,,2.957295562,0.59468,5.7366,65825649000,131.6529786,1.51E-08,1.60E-08,4.17E-08,5.72E-06,4.22E-05,1.27E-09,3.70E-05,1.47E-05,1.32E-07,0.00023958,5.58E-05,Xc,Xc,C,2000209,3.194,2457878.018,20170504.52,,249.4147427
,,,0.667,,,0.2275493,9.33,,,,,,,,0.248,2.722105568,3.05166219,0.0436,MBA,2641.421542,0,47396,86.65,2.3,,0.121066804,2457000.5,20141209,57000,J2000,,,1885-01-09,210 Isabella,5.255858956,a0000210,10/16/14,22.15069225,1.40221,545.6980657,0.21945558,,,1334,Isabella,N,32.65169145,JPL 86,210,1640.423086,4.491233638,N,,29357828004,Otto Matic,1890887242,,2.392548946,0.54904,6.672,-24674214400,132.0910771,1.18E-08,1.32E-08,3.92E-08,4.61E-06,2.07E-05,1.43E-09,5.29E-05,1.07E-05,1.07E-07,9.40E-05,5.70E-05,Cb,Cb,CF,2000210,3.341,2456899.565,20140830.07,,14.6943334
,,,0.711,,0.12,0.296058767,7.89,,,,,,,,0.364,3.040529589,3.532590563,0.0602,MBA,2635.579399,0,49160,143.19,5.1,,0.16183397,2457000.5,20141209,57000,J2000,,,1880-02-01,211 Isolda,3.887125099,a0000211,9/6/14,148.6210468,1.56355,608.4867535,0.185900357,,,1441,Isolda,N,263.6517761,JPL 75,211,1936.521299,5.301906364,N,,38249990910,Otto Matic,2458167288,,2.548468615,0.57023,18.365,-31916581400,131.79897,1.17E-08,1.36E-08,3.37E-08,4.11E-06,1.50E-05,1.08E-09,7.56E-05,1.12E-05,1.04E-07,7.91E-05,7.70E-05,Ch,Ch,C,2000211,3.217,2456201.034,20120930.53,,173.5500589
,,,0.704,,,0.880836,8.28,,,,,,,,0.286,3.11737206,3.445511627,0.0465,MBA,2633.635849,0,49190,136.12,2.5,,0.105261599,2457000.5,20141209,57000,J2000,,,1880-02-11,212 Medea,4.263689634,a0000212,10/16/14,280.7175513,1.80437,702.2066729,0.179069292,,,1366,Medea,N,313.4884741,JPL 53,212,2010.394951,5.504161399,N,,0,Otto Matic,0,,2.789232494,0.59793,10.283,-96756000000,0,1.42E-08,1.57E-08,3.02E-08,3.88E-06,1.73E-05,1.23E-09,4.06E-05,1.38E-05,9.16E-08,9.73E-05,4.41E-05,?,,DCX,2000212,3.204,2457443.247,20160224.75,,100.8395856
,,,0.65,,,,8.64,,,,,,,,0.221,2.752406559,3.154579103,0.0897,MBA,2641.028974,0,49150,83.01,2.6,,0.146116693,2457000.5,20141209,57000,J2000,,,1880-03-11,213 Lilaea,6.802833276,a0000213,10/5/14,69.76034742,1.33618,520.0011706,0.215841623,,,1486,Lilaea,N,122.1156951,JPL 79,213,1667.889609,4.56643288,N,,4.44E+17,Otto Matic,2.86E+16,,2.350234016,0.57598,8.045,-2.62E+17,132.0714487,1.06E-08,1.21E-08,3.89E-08,4.68E-06,1.76E-05,1.24E-09,4.08E-05,9.59E-06,1.08E-07,8.09E-05,4.38E-05,B,B,F,2000213,3.319,2456677.298,20140119.8,,162.5017783
,,,0.7,,0.51,,9.1,,,,,,,,0.217,2.61244194,2.69632338,0.522,MBA,2643.352686,0,49182,23.16,1,,0.032108442,2457000.5,20141209,57000,J2000,,,1880-03-04,214 Aschera,3.436214672,a0000214,10/30/14,25.61862231,1.54627,601.7618959,0.233417871,,,1527,Aschera,N,342.0008186,JPL 12,214,1542.298363,4.222582788,N,,1.79228E+15,Otto Matic,1.15522E+14,,2.528560499,0.58272,6.835,2.33E+16,132.1876343,9.06E-09,9.35E-09,3.89E-08,4.53E-06,6.88E-05,1.21E-09,7.93E-05,8.02E-06,1.04E-07,0.00029469,0.00010559,Xc,Xc,E,2000214,3.406,2456890.746,20140821.25,,132.8698579
,,,0.845,,,,9.4,,,,,,,,0.451,2.766822493,2.867613809,0.2044,MBA,2639.959701,0,39659,35.51,0.9,,0.036428544,2457000.5,20141209,57000,J2000,,,11/4/05,215 Oenone,1.68583102,a0000215,6/4/14,321.8560982,1.65799,645.2399683,0.214156927,,,1634,Oenone,N,25.00816554,JPL 8,215,1681.010296,4.602355362,N,,0,Otto Matic,0,,2.666031178,0.57339,27.937,-4.30E+16,0,1.30E-08,1.34E-08,3.92E-08,4.53E-06,5.61E-05,1.50E-09,0.00013928,1.18E-05,1.10E-07,0.00026252,0.00014937,?,,S,2000215,3.337,2457178.612,20150605.11,,316.5074442
,,,0.713,,0.29,0.3096272,7.3,,,,,,,,0.238,2.796299717,3.494204793,0.1164,MBA,2641.687942,0,48923,124,,,0.249581642,2457000.5,20141209,57000,J2000,,217x94x81,1880-04-20,216 Kleopatra,13.09911939,a0000216,4/1/14,92.722284,1.1051,430.071767,0.210779561,1,0,2312,Kleopatra,N,215.3998668,JPL 92,216,1707.945486,4.676099894,N,,4650096640,Otto Matic,299534938.6,,2.098394641,0.45963,5.385,66537600000,132.0936973,4.83E-09,6.04E-09,1.86E-08,2.51E-06,5.07E-06,5.47E-10,1.22E-05,4.43E-06,5.12E-08,2.37E-05,1.29E-05,Xe,Xe,M,2000216,3.244,2456560.598,20130925.1,,180.301615
,,,,,,0.1014296,9.8,,,,,,,,,2.869867503,3.755686546,0.0484,MBA,2641.500054,0,46980,66.24,2.3,,0.308662,2457000.5,20141209,57000,J2000,,,1885-10-09,217 Eudora,10.51267576,a0000217,5/26/14,227.6495916,0.977542,380.4300201,0.202726865,,,1432,Eudora,N,162.5892416,JPL 11,217,1775.788327,4.861843468,N,,0,Otto Matic,0,,1.984048461,0.53296,25.272,-11141600000,0,1.10E-08,1.44E-08,4.23E-08,5.05E-06,1.21E-05,1.17E-09,3.44E-05,1.02E-05,1.23E-07,6.15E-05,3.57E-05,?,,X,2000217,3.202,2457653.351,20160921.85,,155.2016792
,,,0.859,,0.32,,8.6,,,,,,,,0.443,2.667323465,2.978316448,0.1746,MBA,2642.58146,0,44161,60.62,1.4,,0.116593652,2457000.5,20141209,57000,J2000,,,1893-08-24,218 Bianca,15.19934338,a0000218,7/22/14,34.40751058,1.39168,541.6001056,0.22625102,,,1249,Bianca,N,170.638719,JPL 51,218,1591.153048,4.356339626,N,,0,Otto Matic,0,,2.356330482,0.54214,6.337,-2.14E+17,0,1.16E-08,1.29E-08,3.98E-08,4.74E-06,1.81E-05,1.47E-09,1.76E-05,1.04E-05,1.07E-07,7.97E-05,2.48E-05,?,,S,2000218,3.323,2456848.423,20140709.92,,62.99790385
,,,0.905,,,,9.32,,,,,,,,0.482,2.354063369,2.878918712,0.2009,MBA,2651.441875,0,42399,40.56,2.7,,0.222957185,2457000.5,20141209,57000,J2000,,,1898-09-15,219 Thusnelda,10.84527315,a0000219,10/16/14,74.99650441,0.836144,325.4021605,0.272883232,,,1408,Thusnelda,N,200.9161403,JPL 8,219,1319.24559,3.611897576,N,,0,Otto Matic,0,,1.829208026,0.57387,29.842,-6.40E+16,0,6.21E-09,7.60E-09,3.25E-08,4.92E-06,1.12E-05,1.08E-09,2.18E-05,5.22E-06,7.61E-08,4.09E-05,2.40E-05,?,,S,2000219,3.498,2456725.67,20140309.17,,142.2164442
,,,,,,,11.1,,,,,,,,,2.347997531,2.955309952,0.0726,MBA,2652.191728,0,30460,31.12,1.5,,0.258651218,2457000.5,20141209,57000,J2000,,,3/21/31,220 Stephania,7.589747866,a0000220,8/12/14,325.2006502,0.7512,292.344504,0.273941368,,,1277,Stephania,N,257.9940644,JPL 10,220,1314.149822,3.597946126,N,,0,Otto Matic,0,,1.74068511,0.55172,18.198,-2.89E+16,0,8.05E-09,1.01E-08,4.51E-08,4.76E-06,8.60E-06,1.41E-09,4.09E-05,6.76E-06,1.08E-07,3.16E-05,4.18E-05,?,,XC,2000220,3.502,2457127.532,20150415.03,,78.44100651
,,,0.768,,0.13,0.3917051,7.67,,,,,,,,0.41,3.010846185,3.325548477,0.14,MBA,2635.526083,0,47067,103.87,3.6,,0.104522873,2457000.5,20141209,57000,J2000,,,1885-10-29,221 Eos,10.8802806,a0000221,9/10/14,313.1397567,1.68776,656.8255592,0.18865626,,,1404,Eos,N,141.8487097,JPL 14,221,1908.232467,5.224455762,N,,50536788969,Otto Matic,3247722823,,2.696143893,0.59815,10.443,-42474380800,131.7963042,1.38E-08,1.52E-08,3.92E-08,4.98E-06,2.48E-05,1.29E-09,2.62E-05,1.31E-05,1.20E-07,0.00013193,3.51E-05,K,K,S,2000221,3.214,2457248.89,20150814.39,,193.7721194
,,,0.688,,,,9.13,,,,,,,,0.395,3.147560099,3.564098256,0.1318,MBA,2633.3679,0,42239,54.66,3.9,,0.13233684,2457000.5,20141209,57000,J2000,,,1899-03-10,222 Lucia,2.150452457,a0000222,11/1/14,244.1613448,1.7172,668.282724,0.176499316,,,1902,Lucia,N,80.24384256,JPL 21,222,2039.667959,5.584306527,N,,0,Otto Matic,0,,2.731021942,0.55243,7.8,-1.57E+17,0,1.60E-08,1.81E-08,3.57E-08,4.07E-06,1.97E-05,1.35E-09,0.00012569,1.56E-05,1.13E-07,0.00011324,0.00012687,?,,BU,2000222,3.194,2457656.812,20160925.31,,179.9932304
,,,0.706,,,,9.68,,,,,,,,0.285,3.09642554,3.455881311,0.0309,MBA,2634.092525,0,47111,87.61,4.4,,0.116087329,2457000.5,20141209,57000,J2000,,,1885-10-04,223 Rosa,1.935429309,a0000223,9/29/14,201.1754689,1.75429,682.7170393,0.180889398,,,1647,Rosa,N,47.93686076,JPL 23,223,1990.166393,5.448778626,N,,0,Otto Matic,0,,2.736969769,0.53499,20.283,-6.45E+17,0,1.56E-08,1.74E-08,2.91E-08,4.39E-06,1.97E-05,1.37E-09,9.55E-05,1.51E-05,9.20E-08,0.00011007,9.76E-05,?,,X,2000223,3.212,2457878.52,20170505.02,,61.58442684
,,,0.748,,,,8.59,,,,,,,,0.201,2.647214026,2.761575999,0.1694,MBA,2642.591074,0,42235,61.82,2.1,,0.043200879,2457000.5,20141209,57000,J2000,,,1899-03-07,224 Oceana,5.840232982,a0000224,10/25/14,225.4067043,1.52605,593.8928785,0.228833968,,,1368,Oceana,N,352.8238405,JPL 28,224,1573.193016,4.307167737,N,,8.24E+16,Otto Matic,5.31233E+15,,2.532852053,0.57003,9.401,1.18E+18,132.1495537,1.02E-08,1.07E-08,3.56E-08,5.04E-06,5.75E-05,1.33E-09,4.26E-05,9.11E-06,9.40E-08,0.00025131,7.13E-05,M,,M,2000224,3.383,2457588.67,20160719.17,,282.9913759
,,,0.648,,,,8.72,,,,,,,,0.282,3.390643616,4.285571478,0.0396,OMB,2631.523078,0,43638,120.49,2.5,,0.263940409,2457000.5,20141209,57000,J2000,,,1895-05-11,225 Henrietta,20.87057222,a0000225,11/1/14,64.24756371,1.57983,614.8224411,0.157863184,,,1368,Henrietta,N,197.1073989,JPL 76,225,2280.455717,6.243547481,N,,1.36E+18,Otto Matic,8.74E+16,,2.495715754,0.57874,7.3556,-1.14E+18,131.5961539,1.27E-08,1.60E-08,3.52E-08,3.92E-06,7.02E-06,8.84E-10,1.14E-05,1.28E-05,1.22E-07,4.32E-05,1.33E-05,C,,F,2000225,2.99,2456593.517,20131028.02,,104.2688274
,,,,,,,9.9,,,,,,,,,2.714346476,3.264917146,0.2035,MBA,2642.596401,0,47397,33.83,1.5,,0.202837285,2457000.5,20141209,57000,J2000,,,1885-01-22,226 Weringia,15.96622664,a0000226,10/30/14,242.7483825,1.15951,451.2465067,0.220397239,,,1309,Weringia,N,134.9729456,JPL 11,226,1633.414292,4.472044605,N,,6.87E-39,Otto Matic,4.43E-40,,2.163775806,0.50511,11.147,-5.03E+16,1.37E-50,1.23E-08,1.48E-08,3.61E-08,4.76E-06,1.47E-05,1.50E-09,2.03E-05,1.11E-05,9.73E-08,6.80E-05,2.44E-05,S,S,,2000226,3.277,2457532.501,20160524,,153.8786114
,,,,,,,9,,,,,,,,,3.162690404,3.765416504,0.0768,MBA,2633.84348,0,38833,87.31,2.4,,0.190573854,2457000.5,20141209,57000,J2000,,,1/30/08,227 Philosophia,9.154464659,a0000227,5/26/14,326.225336,1.57167,611.6468139,0.175234274,,,1469,Philosophia,N,326.2538215,JPL 12,227,2054.392629,5.624620477,N,,0,Otto Matic,0,,2.559964304,0.5697,18.048,-6.39E+17,0,2.32E-08,2.76E-08,3.74E-08,5.19E-06,1.70E-05,1.93E-09,2.87E-05,2.26E-05,1.18E-07,9.80E-05,3.19E-05,?,,,2000227,3.156,2457193.24,20150619.74,,266.9107582
,,,0.918,,,,12.48,,,,,,,,0.596,2.202250473,2.73429462,0.2082,MBA,2655.824974,0,39822,9.3,0.8,,0.241591115,2457000.5,20141209,57000,J2000,,,10/20/05,228 Agathe,2.537142206,a0000228,10/30/14,178.1101427,0.660596,257.0841453,0.30158102,,,1430,Agathe,N,313.3718462,JPL 12,228,1193.709073,3.268197325,N,,1.43E-40,Otto Matic,9.24E-42,,1.670206327,0.5191,6.484,-1.04576E+15,2.85E-52,6.70E-09,8.32E-09,5.26E-08,4.64E-06,1.42E-05,1.38E-09,0.00011856,5.45E-06,1.15E-07,4.55E-05,0.00011889,S,S,S,2000228,3.624,2456409.912,20130427.41,,19.02310697
,,,0.708,,,,9.13,,,,,,,,0.253,3.423403647,3.900466368,0.0453,OMB,2629.099506,0,47379,93.2,4.3,,0.139353337,2457000.5,20141209,57000,J2000,,,1885-01-19,229 Adelinda,2.078599248,a0000229,10/9/14,344.4668639,1.93867,754.4722039,0.155602622,,,1587,Adelinda,N,28.05320193,JPL 60,229,2313.585695,6.334252415,N,,0,Otto Matic,0,,2.946340926,0.58723,6.6,-7.77E+17,0,2.11E-08,2.40E-08,4.06E-08,4.85E-06,1.69E-05,1.44E-09,0.00012932,2.13E-05,1.38E-07,0.00010917,0.00012984,?,,BCU,2000229,3.125,2457100.326,20150318.83,,311.4581663
,,,0.871,,0.27,0.1261197,7.35,,,,,,,,0.44,2.382438118,2.529124672,0.1708,MBA,2649.102572,0,47747,108.99,2,,0.061569933,2457000.5,20141209,57000,J2000,,,1884-01-24,230 Athamantis,9.442777377,a0000230,10/16/14,315.4763294,1.24844,485.8553948,0.268022732,,,1816,Athamantis,N,239.9120046,JPL 74,230,1343.169651,3.677398086,N,,1.89E-45,Otto Matic,1.22E-46,,2.235751564,0.56747,24.0055,-13853700000,3.78E-57,3.87E-09,4.11E-09,2.20E-08,2.63E-06,2.36E-05,6.53E-10,1.89E-05,3.27E-06,5.21E-08,8.82E-05,3.01E-05,Sl,Sl,S,2000230,3.516,2457166.619,20150524.12,,138.9715401
,,,,,,,9.5,,,,,,,,,2.926672377,3.370839799,0.0545,MBA,2637.576776,0,47390,82.33,2.1,,0.151765338,2457000.5,20141209,57000,J2000,,,1885-01-22,231 Vindobona,5.099413223,a0000231,10/23/14,254.8710601,1.47563,574.2709271,0.196853396,,,1224,Vindobona,N,350.5473299,JPL 11,231,1828.772109,5.006905159,N,,0,Otto Matic,0,,2.482504954,0.55722,14.245,-5.35E+17,0,1.77E-08,2.04E-08,4.74E-08,5.87E-06,1.93E-05,1.79E-09,6.10E-05,1.66E-05,1.37E-07,9.93E-05,6.37E-05,?,,,2000231,3.255,2457534.547,20160526.05,,268.104694
,,,0.709,,,,10.25,,,,,,,,0.366,2.553062879,2.998123608,0.0494,MBA,2645.824513,0,36877,53.28,1.1,,0.174324233,2457000.5,20141209,57000,J2000,,,9/24/13,232 Russia,6.065613979,a0000232,9/11/14,68.80594256,1.11269,433.0255673,0.241608276,,,1313,Russia,N,152.252311,JPL 14,232,1490.015182,4.07943924,N,,1.18E+17,Otto Matic,7.59836E+15,,2.108002151,0.54738,21.91,-9.83E+16,132.3112256,1.05E-08,1.23E-08,5.09E-08,4.15E-06,1.47E-05,1.49E-09,5.59E-05,9.19E-06,1.31E-07,6.09E-05,5.72E-05,C,,C,2000232,3.41,2456715.717,20140227.22,,52.10456751
,,,0.775,,,,8.21,,,,,,,,0.321,2.660211917,2.928486945,0.087,MBA,2642.611117,0,42805,102.78,7.9,,0.100847239,2457000.5,20141209,57000,J2000,,,1897-08-24,233 Asterope,7.682421116,a0000233,11/4/14,2.398759136,1.39619,543.3552623,0.227158882,,,1469,Asterope,N,222.0247132,JPL 57,233,1584.793856,4.338929107,N,,1.66E+18,Otto Matic,1.07E+17,,2.39193689,0.60199,19.7,-1.39E+18,132.1505558,9.02E-09,9.93E-09,3.25E-08,3.75E-06,2.05E-05,1.16E-09,3.16E-05,8.06E-06,8.74E-08,9.03E-05,3.73E-05,K,K,T,2000233,3.366,2456989.94,20141128.44,,125.1612796
,,,0.897,,,0.0293612,9.02,,,,,,,,0.488,2.385303289,2.970582035,0.2276,MBA,2651.003999,0,47260,43.75,1,,0.245368691,2457000.5,20141209,57000,J2000,,,1885-01-13,234 Barbara,15.3747911,a0000234,6/6/14,216.3791142,0.792944,308.5900165,0.267539963,,,3111,Barbara,N,144.5534019,JPL 53,234,1345.593366,3.684033857,N,,4.40E-40,Otto Matic,2.84E-41,,1.800024543,0.42496,26.468,-3.2252E+15,8.80E-52,5.75E-09,7.17E-09,4.00E-08,4.86E-06,7.50E-06,9.68E-10,1.34E-05,4.87E-06,9.57E-08,2.92E-05,1.48E-05,Ld,Ld,S,2000234,3.447,2457537.32,20160528.82,,192.3615913
,,,0.897,,,,8.8,,,,,,,,0.541,2.881831827,3.063691319,0.158,MBA,2637.713594,0,47743,57.58,1.5,,0.063105519,2457000.5,20141209,57000,J2000,,,1884-02-13,235 Carolina,9.02857066,a0000235,11/1/14,56.79271245,1.68939,657.4599063,0.201465703,,,1366,Carolina,N,66.04244895,JPL 32,235,1786.904641,4.892278279,N,,0,Otto Matic,0,,2.699972334,0.57508,17.61,-1.83E+17,0,1.61E-08,1.72E-08,4.13E-08,5.06E-06,4.23E-05,1.69E-09,3.13E-05,1.50E-05,1.21E-07,0.00021011,5.22E-05,?,,S,2000235,3.273,2456718.602,20140302.1,,209.7116926
